name;type;size;allergens;size_variant;price;frequency
Boloňské špagety;Hlavné jedlo;350g;1,7;A;5.50 €;
Brav.rezančeky pikantné/kápia,šampiňóny,par.pretlak/, ryža;Hlavné jedlo;100g/200g;1,;A;5.50 €;
Bravčová krkovička, kapusta, knedle;Hlavné jedlo;100g/160g;1,3,7,12;A;5.50 €;
Bravčová krkovička, opekané zemiaky, kyslá uhorka;Hlavné jedlo;100g/180g;1;A;5.50 €;
Bravčová roláda s klob.zmesou a vajíčkom, frit.zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,12;A;5.50 €;
Bravčová roláda s klob.zmesou a vajíčkom, opekané zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,12;A;5.50 €;
Bravčová roláda s klob.zmesou a vajíčkom, ryža, cvikla;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Bravčová roláda s klob.zmesou a vajíčkom, zem.kaša, obloha;Hlavné jedlo;100g/200g;1,3,12;A;5.50 €;
Bravčové fašírky, zemiaková kaša, uhorka;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Bravčové guľky v paradajkovej omáčke, knedle;Hlavné jedlo;100g/160g;1,3,7;A;5.50 €;
Bravčové guľky v paradajkovej omáčke, pučené zemiaky s maslom;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Bravčové guľky v paradajkovej omáčke, zemiaková kaša;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Bravčové na paprike, maslové halušky;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Bravčové na spôsob sviečkovej, knedle;Hlavné jedlo;100g/160g;1,3,7;A;5.50 €;
Bravčové ražniči, americké zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Bravčové ražniči, opekané zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Bravčové výpečky, kyslá kapusta, knedle;Hlavné jedlo;100g/160g;1,3,7,12;A;5.50 €;
Bravčové výpečky, kyslá kapusta, opekané zemiaky;Hlavné jedlo;100g/200g;1,3,7,12;A;5.50 €;
Bravčové výpečky, kyslá kapusta, žemlová knedla;Hlavné jedlo;100g/160g;1,3,7,12;A;5.50 €;
Bravčový guláš, knedle;Hlavné jedlo;100g/160g;1,3,7;A;5.50 €;
Bravčový guláš, kolienka;Hlavné jedlo;100g/180g;1,3,8;A;5.50 €;
Bravčový guláš, noky;Hlavné jedlo;100g/180g;1;A;5.50 €;
Bravčový paprikáš, cestovina;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Bravčový paprikáš, noky;Hlavné jedlo;100g/180g;1;A;5.50 €;
Bravčový perkelt, kolienka;Hlavné jedlo;100g/200g;1;A;5.50 €;
Bravčový perkelt, noky;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Bravčový rezeň na rasci, tarhoňa, kyslá uhorka;Hlavné jedlo;100g/180g;1;A;5.50 €;
Bravčový stroganov s kyslou uhorkou, hranolky;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Bravčový stroganov, ½ryža, ½fritované zemiaky, tatárska omáčka;Hlavné jedlo;100g/150g/100g;1,6,7,10;A;5.50 €;
Bravčový stroganov, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1,6,7,10;A;5.50 €;
Bravčový stroganov, americké zemiaky, uhorka;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Bravčový stroganov, fritované zemiaky;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Bravčový španielsky vtáčik, ryža, uhorka;Hlavné jedlo;100g/200g;1,3,10;A;5.50 €;
Brokolicové fašírky, zemiaková kaša;Hlavné jedlo;160g/200g;1,3,7;A;5.50 €;
Bryndzové halušky;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Břeclavský bravčový rezeň, slovenská ryža;Hlavné jedlo;100g/180g;1;A;5.50 €;
Břeclavský bravčový rezeň, tarhoňa, kyslá uhorka;Hlavné jedlo;100g/200g;1;A;5.50 €;
Budapeštiansky bravčový rezeň, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Budapeštiansky bravčový rezeň, fritované zemiaky, šalát;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Budapeštiansky bravčový rezeň, opekané zemiaky, šalát;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Budapeštiansky bravčový rezeň, pučené zemiaky, šalát;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Budapeštiansky bravčový rezeň, varené zemiaky, uhorka;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Budapeštiansky bravčový rezeň, zemiaková kaša, uhorka;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Buchty na pare;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Cestoviny s kur.mäs.,zeleninou,vajíčkom a praž.cibuľkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s kuracím mäsom a špenátom;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s mletým mäsom, zel. hráškom a gril.paradajkami;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s mletým mäsom, zel. hráškom a cherry paradajkami;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s mletým mäsom, zel. hráškom a suš.paradajkami;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s mletým mäsom, zeleným hráškom a syrom;Hlavné jedlo;350g;1.7;A;5.50 €;
Cestoviny s mletým mäsom, zeleným hráškom a vajíčkom;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Cestoviny s pečenou klobáskou a syrovou omáčkou;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Cigánsky kurací rezeň, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Cigánsky kurací rezeň, zem.kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Cuketové placky, zeleninový šalát s dressingom;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Čevabčiči, pučené zemiaky;Hlavné jedlo;100g/200g;1,3,10;A;5.50 €;
Čevabčiči, varené zemiaky;Hlavné jedlo;100g/200g;1,3,10;A;5.50 €;
Čevabčiči, varené zemiaky s maslom a petržlenovou vňaťou;Hlavné jedlo;100g/200g;1,3,10;A;5.50 €;
Čevabčiči, zemiaková kaša;Hlavné jedlo;100g/200g;1,3,10;A;5.50 €;
Čiernohorský kurací rezeň, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Čiernohorský kurací rezeň, paprikové zemiaky, čalamáda;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Čiernohorský kurací rezeň, zem.kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Čiernohorský kurací rezeň, zemiaková kaša, uhorka;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Debrecínsky guláš, cestovina;Hlavné jedlo;100g/180g;1.3;A;5.50 €;
Debrecínsky guláš, noky;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Dolky - Šišky plnené vanilkovým krémom;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Držkový guláš, knedle;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Dukátové buchtičky;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Dusená kuracia pečeň, ryža, kyslá uhorka;Hlavné jedlo;200g/200g;1;A;5.50 €;
Farebné kuracie prsia, ½ryža,½hranolky, obloha;Hlavné jedlo;100g/200g;1;A;5.50 €;
Farebné kuracie prsia, ryža, obloha;Hlavné jedlo;100g/200g;1;A;5.50 €;
Farebný zeleninový šalát, kuracie mäso, hrianka;Hlavné jedlo;320g;1,3,7;A;5.50 €;
Fazuľkovo-zemiakový prívarok, 2x fašírka alebo volské oko, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľkovo-zemiakový prívarok, 2x fašírka, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľkový prívarok so zemiakmi, zem.kaša, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľkový prívarok, 2x fašírka alebo 2x volské oko, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľovo-zemiakový prívarok, 2x fašírka alebo 2x volské oko, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľový prívarok, 2x fašírka alebo 2x volské oko, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fazuľový šolet, 2x fašírka alebo 2x volské oko, chlieb;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fliačky s hlávkovou kapustou;Hlavné jedlo;350g;1;A;5.50 €;
Fliačky s kyslou kapustou a slaninou;Hlavné jedlo;350g;1.12;A;5.50 €;
Francúzske zemiaky, kyslá uhorka;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Fritované kuracie rezance s ananásom a jablkom, ½ryža,½hranolky;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Fritované kuracie rezance so šunkovo-syrovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1.7;A;5.50 €;
Fritované kuracie rezančeky so syrovou omáčkou, ½r,½hr;Hlavné jedlo;100g/150g/100g;1.7;A;5.50 €;
Fritované rezance so šunkovo syrovou omáčkou, ryža;Hlavné jedlo;100g/200g;1.7;A;5.50 €;
Gazd.bravč.rezeň so slaninkou a cibuľou, ½ryža,½frit.zem.;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Gazdovský bravčový rezeň so slaninkou a cibuľkou, americké zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Gazdovský bravčový rezeň so slaninkou a cibuľou, ½ryža,½hranolky;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Gazdovský bravčový rezeň so slaninkou a cibuľou, opekané zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Gazdovský bravčový rezeň so slaninkou a cibuľou, paprikové zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Gazdovský bravčový rezeň so slaninkou a cibuľou, ryža;Hlavné jedlo;100g/200g;1;A;5.50 €;
Gemerské guľky, kyslá kapusta;Hlavné jedlo;400g;1,3,7,12;A;5.50 €;
Gombovce;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Granatiersky pochod, kyslá uhorka;Hlavné jedlo;400g;1.7;A;5.50 €;
Gril.kur.stehno s hráškovým krémom, opekané zemiaky, obloha;Hlavné jedlo;200g/200g;1;A;5.50 €;
Grilované kuracie stehno, ryža, kompót;Hlavné jedlo;200g/200g;1;A;5.50 €;
Grilované kuracie stehno, ryža, mrkvový šalát;Hlavné jedlo;200g/200g;1.7;A;5.50 €;
Grilované kuracie stehno, zemiaková kaša, kompót;Hlavné jedlo;200g/200g;1.7;A;5.50 €;
Gyros, zemiaková kaša, tzatziky;Hlavné jedlo;100g/200g;1.7;A;5.50 €;
Hajdu kapusta, chlieb;Hlavné jedlo;400g;1;A;5.50 €;
Halušky s kyslou kapustou;Hlavné jedlo;400g;1.12;A;5.50 €;
Hlivový paprikáš, noky;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Hlivy na smotane , knedle;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Horné kuracie stehno na gazdovský spôsob, opekané zemiaky;Hlavné jedlo;200g/200g;1;A;5.50 €;
Horné kuracie stehno na hubách, ryža;Hlavné jedlo;200g/200g;1,3,7;A;5.50 €;
Hrachový prívarok, údená krkovička, chlieb;Hlavné jedlo;100g/350g;1.7;A;5.50 €;
Hubové rizoto so syrom;Hlavné jedlo;400g;7;A;5.50 €;
Hubovo-šampiňónové rizoto so syrom;Hlavné jedlo;400g;7;A;5.50 €;
Hydinovo-zeleninové fašírky, varené zemiaky, šalát;Hlavné jedlo;100g/200g;1;A;5.50 €;
Chrumkavé kuracie prsia, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Chrumkavé kuracie prsia, paprikové zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Chrumkavé kuracie prsia, pučené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Chrumkavé kuracie prsia, zemiaková kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kapustový prívarok, 2x fašírka, chlieb;Hlavné jedlo;100g/350g;1.3;A;5.50 €;
Kelový prívarok, 2x fašírka, chlieb;Hlavné jedlo;400g;1.3;A;5.50 €;
Kelový prívarok, bravčový paprikáš, chlieb;Hlavné jedlo;400g;1;A;5.50 €;
Koložvarská kapusta, chlieb;Hlavné jedlo;400g;1,3,7,12;A;5.50 €;
Kotlíkový guláš, chlieb;Hlavné jedlo;400g;1;A;5.50 €;
Kôprová omáčka, 2x fašírka alebo 2x volské oko, pučené zemiaky;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Kôprová omáčka, 2x fašírka alebo 2x volské oko, varené zemiaky;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Kôprová omáčka, 2x fašírka alebo 2x volské oko, zem.kaša;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Kôprová omáčka, 2x volské oko, varené zemiaky;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Kôprová omáčka, 2x volské oko, zem.kaša;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Krupoto (Zeleninové rizoto s krúpami);Hlavné jedlo;350g;1,3,7;A;5.50 €;
Krušovický bravčový rezeň (klobása,slanina), amer.zem.;Hlavné jedlo;100g/200g;1;A;5.50 €;
Krušovický bravčový rezeň (klobása,slanina), ryža;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kurací paprikáš, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1,3,7;A;5.50 €;
Kurací paprikáš, kolienka;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Kurací paprikáš, noky;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací perkelt, noky;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cestíčku, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cestíčku, pučené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cestíčku, varené zemiaky, čalamáda;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cestíčku, zem.kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cuketovom cestíčku, paprikové zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cuketovom cestíčku, var.zem., šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v cuketovom cestíčku, varené zemiaky, čalamáda;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v pivnom cestíčku, pučené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v pivnom cestíčku, varené zemiaky,šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v pivnom cestíčku, zem.kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v sezamovom cestíčku, zemiaková kaša,šalát;Hlavné jedlo;100g/200g;1,3,7,11;A;5.50 €;
Kurací rezeň v syrovom cestíčku, varené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v syrovom cestíčku, zemiačky s cibuľkou, mrkvovo-kapustový šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací rezeň v syrovom cestíčku, zemiaková kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací stehenný plátok s provensálskym korením, americké zemiaky, šalát;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kurací stehenný plátok s provensálskym korením, hranolky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kurací stehenný plátok s provensálskym korením, opek.zemiaky, šalát;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kurací stroganov, ½ryža, ½frit.zemiaky;Hlavné jedlo;100g/150g/100g;1,6,7,10;A;5.50 €;
Kurací stroganov, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1,6,7,10;A;5.50 €;
Kurací stroganov, americké zemiaky, tatárska omáčka;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Kurací stroganov, opekané zemiaky;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Kurací stroganov, ryža;Hlavné jedlo;100g/200g;1,6,7,10;A;5.50 €;
Kurací špíz v trojobale, pečené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací špíz v trojobale, pučené zemiaky s maslom, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací špíz v trojobale, varené zemiaky, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací špíz v trojobale, zemiaková kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kurací závitok, opekané zemiaky;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Kurací závitok, ryža;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Kurací závitok, ryža, kompót;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Kuracia pečeň v zemiakovej placke, šalát;Hlavné jedlo;350g;1.3;A;5.50 €;
Kuracia roláda, ½ryža, ½hranolky, kompót;Hlavné jedlo;100g/150g/100g;1.3;A;5.50 €;
Kuracia roláda, ryža, kompót;Hlavné jedlo;100g/200g;1.3;A;5.50 €;
Kuracia roláda, zem.kaša, kompót;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Kuracie kocky na paprike, maslové halušky;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Kuracie kocky na spôsob Chilli con carne, ryža;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kuracie na smotane, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1.7;A;5.50 €;
Kuracie na smotane, cestovina  / penne /;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Kuracie na smotane, kolienka;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Kuracie prsia s jarnou zeleninou, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Kuracie prsia s jarnou zeleninou, fritované zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kuracie rezance so šunkovo-syrovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1.7;A;5.50 €;
Kuracie rezančeky na slanine, slovenská ryža, kyslá uhorka;Hlavné jedlo;100g/180g;1;A;5.50 €;
Kuracie soté so zeleninovou ryžou;Hlavné jedlo;100g/200g;1;A;5.50 €;
Kuracie stehno na gazdovský spôsob, zemiaková kaša;Hlavné jedlo;200g/200g;1.7;A;5.50 €;
Kuracie stehno na paprike, maslové halušky;Hlavné jedlo;200g/180g;1,3,7;A;5.50 €;
Kuracie stehno na smotane, kolienka;Hlavné jedlo;200g/180g;7;A;5.50 €;
Kuracie stehno s hubovo-smotanovou omáčkou, zemiaky;Hlavné jedlo;200g/200g;1.7;A;5.50 €;
Kuracie v hubovo-smotanovej omáčke, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/100g;1.7;A;5.50 €;
Kuracie v zemiakovej placke, biela a červená kapusta;Hlavné jedlo;100g;1,3,7;A;5.50 €;
Kuracie v zemiakovej placke, zeleninová obloha;Hlavné jedlo;100g;1,3,7;A;5.50 €;
Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), americké zemiaky;Hlavné jedlo;100g/200g;1.12;A;5.50 €;
Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), opekané zemiaky;Hlavné jedlo;100g/200g;1.12;A;5.50 €;
Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), paprikované zemiaky;Hlavné jedlo;100g/200g;1.12;A;5.50 €;
Letný cestovinový šalát so zeleninou a pochúť.smotanou;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Maďarský guľáš, knedle;Hlavné jedlo;100g/160g;1,3,7;A;5.50 €;
Maďarský guľáš, maslové halušky;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Maďarský guľáš, noky;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Marinované kuracie prsia, ½ryža, ½hranolky, ang.zelenina;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Marinované kuracie prsia, ½ryža, ½hranolky, obloha;Hlavné jedlo;100g/150g/100g;1;A;5.50 €;
Marinované kuracie prsia, americké zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Marinované kuracie prsia, fritované zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
Marinované kuracie prsia, opekané zemiaky, zeleninový šalát;Hlavné jedlo;100g/200g;1;A;5.50 €;
Marinované kuracie prsia, ryža, obloha;Hlavné jedlo;100g/200g;1;A;5.50 €;
Marinovaný bok, kyslá kapusta, kendla;Hlavné jedlo;100g/160g;1,3,7,12;A;5.50 €;
Marinovaný bok, zelená fazuľka, zemiaková kaša;Hlavné jedlo;200g/200g;1.7;A;5.50 €;
Mäsové guľky v smotanovej omáčke, opek. zemiaky, uhork. šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Mexická fazuľa, 2x fašírka, chlieb;Hlavné jedlo;350g/100g;1.3;A;5.50 €;
Moravské koláče;Hlavné jedlo;350g/100g;1,3,7;A;5.50 €;
Moravský vrabec, kapusta, knedle;Hlavné jedlo;100g/160g;1,3,7,12;A;5.50 €;
Osie hniezda (škoricovníky);Hlavné jedlo;350g;1,3,7;A;5.50 €;
Osie hniezda s vanilkovým krémom a škoricou;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Palacinky s džemom;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Palacinky s tvarohom;Hlavné jedlo;350g;1,3,7;A;5.50 €;
Pastiersky rezeň, opekané zemiaky;Hlavné jedlo;100g/200g;1.7;A;5.50 €;
Pastiersky rezeň, ryža;Hlavné jedlo;100g/200g;1.7;A;5.50 €;
Pastiersky rezeň, zemiaková kaša;Hlavné jedlo;100g/200g;1.7;A;5.50 €;
Pastiersky syr, opekané zemiaky;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Pastiersky syr, varené zemiaky s maslom;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Pastiersky syr, zemiaková kaša;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Pečené buchty;Hlavné jedlo;400g;1,3,7;A;5.50 €;
Penne s brokolicovou omáčkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne s kuracím mäsom a špenátom;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne s paradajkovou omáčkou, syr;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne so nivovou omáčkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne so smotanovo-šampiňónovou omáčkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne so syrovo-brokolicovou omáčkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne so syrovou omáčkou / 3 druhy syra /;Hlavné jedlo;350g;1.7;A;5.50 €;
Penne so šunkovo-syrovou omáčkou;Hlavné jedlo;350g;1.7;A;5.50 €;
Pivný guláš, noky;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Plnená brav. roláda /sekaná /, zem. kaša, šalát;Hlavné jedlo;100g/200g;1,3,7;A;5.50 €;
Plnená kapusta, chlieb;Hlavné jedlo;400g;1,3,7,12;A;5.50 €;
Plnené horné kuracie stehno, pučené zemiaky, uhorkovo kapustový šalát;Hlavné jedlo;200g/200g;1,3,7;A;5.50 €;
Plnené kuracie stehno, ryža, kompót;Hlavné jedlo;200g/200g;1,3,7;A;5.50 €;
Plnené kuracie stehno, zem.kaša, kompót;Hlavné jedlo;200g/200g;1,3,7;A;5.50 €;
Poľovnícka pečeň so slaninou, ryža, kyslá uhorka;Hlavné jedlo;200g/200g;1;A;5.50 €;
Prír.bravč.rezeň na rasci, slovenská ryža, kyslá uhorka;Hlavné jedlo;100g/180g;1;A;5.50 €;
Prír.bravč.rezeň na rasci, tarhoňa, kyslá uhorka;Hlavné jedlo;100g/180g;1;A;5.50 €;
Prír.bravč.rezeň na smotane, cestovina;Hlavné jedlo;100g/180g;1,3,7;A;5.50 €;
Prír.bravč.rezeň na spôsob Chilli con carne, ryža;Hlavné jedlo;100g/200g;1;A;5.50 €;
Prír.bravč.rezeň na šampiňónoch, ryža, kyslá uhorka;Hlavné jedlo;100g/200g;1;A;5.50 €;
Prír.bravč.rezeň na zázvore a zelenej fazuľke, ½ryža, ½hranolky;Hlavné jedlo;100g/150g/150g4,00 €;1.7;A;5.50 €;
Prír.bravč.rezeň na zelenine, fritované zemiaky;Hlavné jedlo;100g/200g;1;A;5.50 €;
